"zip","type","decommissioned","primary_city","acceptable_cities","unacceptable_cities","state","county","timezone","area_codes","world_region","country","latitude","longitude","irs_estimated_population"
38478,"STANDARD",0,"Pulaski","","","TN","Giles County","America/Chicago","931",NA,"US",35.19,-87.03,14860
38481,"STANDARD",0,"Saint Joseph","","St Joseph","TN","Lawrence County","America/Chicago","256, 931, 938",NA,"US",35.03,-87.49,820
38482,"STANDARD",0,"Santa Fe","","","TN","Maury County","America/Chicago","615, 629, 931",NA,"US",35.75,-87.16,1690
38483,"STANDARD",0,"Summertown","","","TN","Lawrence County","America/Chicago","931",NA,"US",35.43,-87.33,5370
38485,"STANDARD",0,"Waynesboro","","","TN","Wayne County","America/Chicago","731, 931",NA,"US",35.32,-87.75,5020
38486,"STANDARD",0,"Westpoint","","","TN","Lawrence County","America/Chicago","931",NA,"US",35.15,-87.53,900
38487,"STANDARD",0,"Williamsport","","","TN","Maury County","America/Chicago","931",NA,"US",35.72,-87.23,1010
38488,"STANDARD",0,"Taft","","","TN","Lincoln County","America/Chicago","256, 931, 938",NA,"US",35.05,-86.68,2170
38501,"STANDARD",0,"Cookeville","Algood","","TN","Putnam County","America/Chicago","931",NA,"US",36.15,-85.5,30840
38502,"PO BOX",0,"Cookeville","","","TN","Putnam County","America/Chicago","931",NA,"US",36.15,-85.5,1019
38503,"PO BOX",0,"Cookeville","","","TN","Putnam County","America/Chicago","931",NA,"US",36.16,-85.51,1395
38504,"STANDARD",0,"Allardt","","","TN","Fentress County","America/Chicago","423, 931",NA,"US",36.39,-84.74,1090
38505,"UNIQUE",0,"Cookeville","","Tennessee Tech Univ","TN","Putnam County","America/Chicago","931",NA,"US",36.17,-85.51,71
38506,"STANDARD",0,"Cookeville","","Cookevl, Cookevle","TN","Putnam County","America/Chicago","931",NA,"US",36.19,-85.43,26930
38541,"STANDARD",0,"Allons","","","TN","Overton County","America/Chicago","606, 931",NA,"US",36.51,-85.32,1390
38542,"STANDARD",0,"Allred","","","TN","Overton County","America/Chicago","931",NA,"US",36.32,-85.2,31
38543,"STANDARD",0,"Alpine","","","TN","Overton County","America/Chicago","931",NA,"US",36.36,-85.14,480
38544,"STANDARD",0,"Baxter","","","TN","Putnam County","America/Chicago","615, 629, 931",NA,"US",36.15,-85.63,6770
38545,"STANDARD",0,"Bloomington Springs","Blmngton Spgs","","TN","Jackson County","America/Chicago","931",NA,"US",36.22,-85.66,1170
38547,"STANDARD",0,"Brush Creek","","","TN","Smith County","America/Chicago","615, 629",NA,"US",36.11,-86.01,1990
38548,"STANDARD",0,"Buffalo Valley","Buffalo Vly","","TN","Putnam County","America/Chicago","615, 629, 931",NA,"US",36.18,-85.75,750
38549,"STANDARD",0,"Byrdstown","","","TN","Pickett County","America/Chicago","606, 931",NA,"US",36.57,-85.13,3100
38550,"PO BOX",0,"Campaign","","","TN","Warren County","America/Chicago","931",NA,"US",35.77,-85.63,56
38551,"STANDARD",0,"Celina","","","TN","Clay County","America/Chicago","270, 364, 606, 931",NA,"US",36.54,-85.5,3230
38552,"STANDARD",0,"Chestnut Mound","Chestnut Mnd","","TN","Smith County","America/Chicago","615, 629, 931",NA,"US",36.22,-85.81,340
38553,"STANDARD",0,"Clarkrange","","","TN","Fentress County","America/Chicago","931",NA,"US",36.21,-84.96,2200
38554,"STANDARD",0,"Crawford","","","TN","Overton County","America/Chicago","931",NA,"US",36.24,-85.18,760
38555,"STANDARD",0,"Crossville","Fairfield Glade, Fairfld Glde","Fairfield","TN","Cumberland County","America/Chicago","865, 931",NA,"US",35.95,-85.03,16190
38556,"STANDARD",0,"Jamestown","","","TN","Fentress County","America/Chicago","423, 931",NA,"US",36.43,-84.93,9990
38557,"PO BOX",0,"Crossville","","","TN","Cumberland County","America/Chicago","931",NA,"US",35.95,-85.03,1851
38558,"STANDARD",0,"Crossville","","Crossvl, Crossvle, Fairfield, Fairfield Glade, Fairfld Glade","TN","Cumberland County","America/Chicago","865, 931",NA,"US",36.01,-84.87,8870
38559,"STANDARD",0,"Doyle","","","TN","White County","America/Chicago","931",NA,"US",35.85,-85.51,1070
38560,"STANDARD",0,"Elmwood","","","TN","Smith County","America/Chicago","615, 629, 931",NA,"US",36.24,-85.88,1230
38562,"STANDARD",0,"Gainesboro","","","TN","Jackson County","America/Chicago","615, 629, 931",NA,"US",36.36,-85.65,4950
38563,"STANDARD",0,"Gordonsville","","New Middleton","TN","Smith County","America/Chicago","615, 629",NA,"US",36.18,-85.93,2450
38564,"STANDARD",0,"Granville","","","TN","Jackson County","America/Chicago","615, 629, 931",NA,"US",36.27,-85.74,500
38565,"STANDARD",0,"Grimsley","","","TN","Fentress County","America/Chicago","931",NA,"US",36.25,-85.03,1080
38567,"STANDARD",0,"Hickman","","","TN","Smith County","America/Chicago","615, 629",NA,"US",36.1,-85.9,830
38568,"STANDARD",0,"Hilham","","","TN","Overton County","America/Chicago","931",NA,"US",36.44,-85.47,1880
38569,"STANDARD",0,"Lancaster","","","TN","Smith County","America/Chicago","615, 629, 931",NA,"US",36.09,-85.85,340
38570,"STANDARD",0,"Livingston","","","TN","Overton County","America/Chicago","931",NA,"US",36.38,-85.32,8190
38571,"STANDARD",0,"Crossville","","","TN","Cumberland County","America/Chicago","423, 865, 931",NA,"US",36.05,-85.01,12070
38572,"STANDARD",0,"Crossville","","","TN","Cumberland County","America/Chicago","423, 931",NA,"US",35.85,-85.13,10910
38573,"STANDARD",0,"Monroe","","","TN","Overton County","America/Chicago","931",NA,"US",36.45,-85.2,1840
38574,"STANDARD",0,"Monterey","","","TN","Putnam County","America/Chicago","931",NA,"US",36.13,-85.24,7440
38575,"STANDARD",0,"Moss","","","TN","Clay County","America/Chicago","270, 364, 615, 629, 931",NA,"US",36.59,-85.68,890
38577,"STANDARD",0,"Pall Mall","","","TN","Pickett County","America/Chicago","423, 606, 931",NA,"US",36.56,-84.95,900
38578,"PO BOX",0,"Pleasant Hill","","","TN","Cumberland County","America/Chicago","931",NA,"US",35.98,-85.2,698
38579,"STANDARD",0,"Quebeck","","","TN","White County","America/Chicago","931",NA,"US",35.84,-85.55,860
38580,"STANDARD",0,"Rickman","","","TN","Overton County","America/Chicago","931",NA,"US",36.29,-85.3,1920
38581,"STANDARD",0,"Rock Island","Bone Cave","","TN","Warren County","America/Chicago","423, 615, 629, 931",NA,"US",35.71,-85.6,3680
38582,"STANDARD",0,"Silver Point","","","TN","Putnam County","America/Chicago","615, 629, 931",NA,"US",36.09,-85.76,1250
38583,"STANDARD",0,"Sparta","Ravenscroft","Riverwatch","TN","White County","America/Chicago","615, 629, 931",NA,"US",35.93,-85.47,21570
38585,"STANDARD",0,"Spencer","","","TN","Van Buren County","America/Chicago","423, 931",NA,"US",35.74,-85.45,3550
38587,"STANDARD",0,"Walling","","","TN","White County","America/Chicago","615, 629, 931",NA,"US",35.85,-85.62,1270
38588,"STANDARD",0,"Whitleyville","","","TN","Jackson County","America/Chicago","615, 629, 931",NA,"US",36.48,-85.7,890
38589,"STANDARD",0,"Wilder","","","TN","Fentress County","America/Chicago","931",NA,"US",36.26,-85.08,220
